Date,Price,Open,High,Low,Vol.,Change %
19-Sep-17,"40,062","39,843","40,148","39,736",14.34K,0.75%
18-Sep-17,"39,764","40,667","40,684","39,601",20.99K,-2.57%
15-Sep-17,"40,814","41,157","41,189","40,731",17.67K,-0.79%
14-Sep-17,"41,140","41,010","41,187","40,800",17.63K,0.07%
13-Sep-17,"41,110","41,242","41,434","40,900",16.86K,-0.26%
12-Sep-17,"41,216","41,269","41,590","40,964",13.12K,0.13%
11-Sep-17,"41,164","41,250","41,335","40,893",17.83K,-0.98%
8-Sep-17,"41,570","41,750","41,927","41,328",17.02K,-0.11%
7-Sep-17,"41,617","41,225","41,775","41,160",20.03K,0.71%
6-Sep-17,"41,323","41,499","41,620","41,204",15.24K,1.76%
5-Sep-17,"40,609","40,680","40,877","40,505",0.17K,-0.07%
4-Sep-17,"40,639","40,537","40,713","40,400",0.28K,1.54%
1-Sep-17,"40,021","39,780","40,104","39,590",2.50K,0.56%
31-Aug-17,"39,798","39,620","39,865","39,435",17.95K,0.19%
30-Aug-17,"39,721","39,800","39,830","39,455",16.46K,-0.24%
29-Aug-17,"39,818","39,821","40,275","39,755",25.12K,0.23%
28-Aug-17,"39,727","39,090","39,760","39,060",19.74K,1.83%
25-Aug-17,"39,012","38,980","39,288","38,313",18.74K,0.39%
24-Aug-17,"38,860","39,056","39,176","38,580",17.57K,-0.55%
23-Aug-17,"39,074","38,939","39,145","38,860",12.80K,0.35%
22-Aug-17,"38,939","38,978","39,225","38,722",18.82K,-0.38%
21-Aug-17,"39,088","38,887","39,270","38,785",15.15K,0.06%
18-Aug-17,"39,063","39,002","39,677","38,920",24.37K,-0.09%
17-Aug-17,"39,098","39,000","39,350","38,957",18.40K,0.60%
16-Aug-17,"38,863","38,500","38,988","38,305",22.79K,-0.80%
14-Aug-17,"39,178","39,186","39,328","38,875",17.28K,-0.04%
11-Aug-17,"39,194","39,211","39,396","38,801",24.38K,-0.05%
10-Aug-17,"39,213","38,682","39,520","38,660",25.68K,1.61%
9-Aug-17,"38,590","37,680","38,690","37,680",25.21K,2.91%
8-Aug-17,"37,499","37,314","37,625","37,176",19.12K,0.61%
7-Aug-17,"37,271","37,117","37,383","36,935",13.97K,0.02%
4-Aug-17,"37,262","38,076","38,238","37,052",27.03K,-2.01%
3-Aug-17,"38,027","37,900","38,099","37,561",19.68K,-0.23%
2-Aug-17,"38,116","38,290","38,342","37,687",22.21K,-1.03%
1-Aug-17,"38,512","38,672","38,748","38,230",17.94K,-0.34%
31-Jul-17,"38,645","38,442","38,820","38,392",14.21K,0.48%
28-Jul-17,"38,460","38,500","38,575","38,110",14.90K,0.51%
27-Jul-17,"38,263","38,398","38,699","38,179",19.98K,0.45%
26-Jul-17,"38,091","38,017","38,146","37,778",15.15K,-0.52%
25-Jul-17,"38,289","38,085","38,450","37,652",26.55K,0.53%
24-Jul-17,"38,086","38,150","38,370","38,040",15.19K,-0.17%
21-Jul-17,"38,150","37,777","38,170","37,743",14.93K,0.71%
20-Jul-17,"37,881","37,665","37,966","37,425",20.21K,0.33%
19-Jul-17,"37,757","37,613","37,824","37,435",15.94K,0.16%
18-Jul-17,"37,695","37,492","37,776","37,317",18.24K,0.76%
17-Jul-17,"37,410","37,198","37,500","37,060",16.95K,1.19%
14-Jul-17,"36,970","36,450","37,244","36,325",22.56K,1.04%
13-Jul-17,"36,590","37,055","37,080","36,530",16.58K,-1.02%
12-Jul-17,"36,968","36,933","37,190","36,668",19.24K,0.54%
11-Jul-17,"36,771","36,328","36,824","36,060",19.92K,0.62%
10-Jul-17,"36,544","36,226","36,597","35,460",31.28K,0.86%
7-Jul-17,"36,231","37,440","37,440","35,980",30.98K,-3.26%
6-Jul-17,"37,452","37,428","37,597","37,321",12.82K,0.88%
5-Jul-17,"37,124","37,367","37,367","36,900",0.11K,-0.17%
4-Jul-17,"37,188","37,098","37,380","37,098",0.49K,-0.17%
3-Jul-17,"37,250","38,356","38,370","37,197",3.35K,-2.85%
30-Jun-17,"38,344","38,600","38,600","38,157",15.59K,-0.66%
29-Jun-17,"38,599","38,878","38,920","38,361",15.91K,-0.27%
28-Jun-17,"38,704","38,515","38,880","38,515",15.86K,0.91%
27-Jun-17,"38,355","38,210","38,516","38,175",11.90K,0.13%
26-Jun-17,"38,304","38,130","38,360","37,925",7.63K,-0.48%
23-Jun-17,"38,488","38,320","38,690","38,320",12.06K,0.70%
22-Jun-17,"38,220","38,100","38,533","38,100",14.12K,0.64%
21-Jun-17,"37,977","38,201","38,226","37,811",13.90K,-0.23%
20-Jun-17,"38,065","38,177","38,349","37,931",16.61K,-0.27%
19-Jun-17,"38,169","38,423","38,440","38,133",13.20K,-0.81%
16-Jun-17,"38,481","38,708","38,830","38,430",14.38K,-0.62%
15-Jun-17,"38,721","39,150","39,150","38,555",18.62K,-1.77%
14-Jun-17,"39,418","38,895","39,821","38,830",19.11K,1.67%
13-Jun-17,"38,771","39,066","39,085","38,632",16.91K,-1.01%
12-Jun-17,"39,165","39,551","39,618","39,075",17.95K,-1.33%
9-Jun-17,"39,694","39,920","39,946","39,558",13.61K,-0.89%
8-Jun-17,"40,050","40,451","40,648","39,775",20.26K,-1.24%
7-Jun-17,"40,552","40,790","40,790","40,412",14.86K,-0.55%
6-Jun-17,"40,777","40,452","40,842","40,452",14.29K,0.80%
5-Jun-17,"40,453","40,357","40,620","40,283",13.10K,0.44%
2-Jun-17,"40,274","39,440","40,400","39,440",18.86K,1.16%
1-Jun-17,"39,813","40,016","40,065","39,333",21.41K,-0.71%
31-May-17,"40,096","40,105","40,275","39,910",13.26K,-0.46%
30-May-17,"40,282","40,380","40,470","39,925",17.72K,-0.14%
29-May-17,"40,337","40,101","40,367","40,100",7.17K,0.61%
26-May-17,"40,091","39,854","40,195","39,795",14.56K,0.73%
25-May-17,"39,802","39,878","39,990","39,755",11.37K,-0.08%
24-May-17,"39,832","39,740","39,887","39,471",15.03K,-0.32%
23-May-17,"39,958","39,911","40,245","39,658",20.36K,0.21%
22-May-17,"39,874","39,177","39,920","39,123",16.33K,1.95%
19-May-17,"39,111","38,820","39,225","38,808",14.40K,0.57%
18-May-17,"38,889","39,159","39,375","38,541",27.68K,-0.79%
17-May-17,"39,199","38,909","39,375","38,909",16.78K,1.17%
16-May-17,"38,744","38,621","38,775","38,580",9.86K,0.63%
15-May-17,"38,502","38,231","38,884","38,231",14.56K,0.91%
12-May-17,"38,155","38,093","38,293","38,093",10.70K,0.43%
11-May-17,"37,992","37,957","38,225","37,861",13.47K,0.11%
10-May-17,"37,952","37,989","38,290","37,870",13.27K,0.43%
9-May-17,"37,789","38,157","38,157","37,720",12.51K,-0.58%
8-May-17,"38,011","38,099","38,287","37,926",10.88K,0.67%
5-May-17,"37,757","37,900","38,147","37,593",0.06K,0.14%
4-May-17,"37,706","38,211","38,211","37,504",0.23K,-1.53%
3-May-17,"38,292","38,744","38,744","38,108",0.27K,-1.03%
2-May-17,"38,689","38,808","39,012","38,685",0.71K,0.01%
1-May-17,"38,685","39,170","39,433","38,530",2.66K,-2.07%
28-Apr-17,"39,503","39,720","40,100","39,400",17.23K,-0.42%
27-Apr-17,"39,670","40,047","40,087","39,625",12.85K,-0.47%
26-Apr-17,"39,858","40,317","40,375","39,748",15.26K,-1.38%
25-Apr-17,"40,416","41,045","41,088","40,338",12.90K,-1.73%
24-Apr-17,"41,129","41,083","41,190","40,800",11.58K,-0.39%
21-Apr-17,"41,289","41,440","41,475","41,100",12.29K,-0.52%
20-Apr-17,"41,505","41,801","41,975","41,200",14.05K,-0.94%
19-Apr-17,"41,898","42,000","42,050","41,704",10.42K,-0.69%
18-Apr-17,"42,187","42,300","42,368","41,630",17.48K,-0.73%
17-Apr-17,"42,497","42,750","42,750","42,432",8.60K,-0.17%
13-Apr-17,"42,571","42,301","42,694","42,301",11.57K,0.87%
12-Apr-17,"42,202","42,308","42,418","42,154",9.03K,0.04%
11-Apr-17,"42,187","41,460","42,275","41,321",13.59K,1.98%
10-Apr-17,"41,366","41,357","41,468","41,006",10.96K,-0.03%
7-Apr-17,"41,379","42,340","42,432","41,128",17.87K,-1.70%
6-Apr-17,"42,093","42,331","42,389","41,952",10.64K,-0.39%
5-Apr-17,"42,258","42,500","42,518","42,175",12.29K,-0.73%
4-Apr-17,"42,570","42,470","42,820","42,411",8.77K,0.59%
3-Apr-17,"42,321","42,310","42,434","42,060",10.87K,-0.01%
31-Mar-17,"42,326","42,040","42,360","41,901",9.38K,0.42%
30-Mar-17,"42,147","42,302","42,400","41,960",11.47K,-0.32%
29-Mar-17,"42,283","42,190","42,298","42,005",9.73K,-0.25%
28-Mar-17,"42,388","42,036","42,440","41,992",10.87K,0.63%
27-Mar-17,"42,122","41,650","42,153","41,650",10.64K,1.43%
24-Mar-17,"41,530","41,302","41,618","41,210",9.69K,0.56%
23-Mar-17,"41,300","41,170","41,497","41,165",11.57K,0.16%
22-Mar-17,"41,233","41,310","41,348","41,063",9.21K,-0.12%
21-Mar-17,"41,282","40,750","41,315","40,705",11.59K,1.01%
20-Mar-17,"40,869","41,051","41,062","40,810",7.27K,-0.10%
17-Mar-17,"40,909","40,761","40,949","40,675",8.19K,0.77%
16-Mar-17,"40,598","40,450","41,235","40,450",15.70K,1.38%
15-Mar-17,"40,045","40,000","40,116","39,808",10.55K,-0.09%
14-Mar-17,"40,083","40,402","40,467","40,006",10.71K,-0.83%
13-Mar-17,"40,418","40,680","40,680","40,360",4.41K,-0.27%
10-Mar-17,"40,528","40,750","40,894","40,420",15.76K,-0.75%
9-Mar-17,"40,834","41,331","41,408","40,776",15.61K,-1.44%
8-Mar-17,"41,430","41,927","41,959","41,377",12.44K,-1.22%
7-Mar-17,"41,943","42,475","42,475","41,888",11.37K,-1.15%
6-Mar-17,"42,429","42,780","42,799","42,370",9.17K,0.66%
3-Mar-17,"42,151","42,259","42,300","41,996",0.14K,-0.07%
2-Mar-17,"42,182","43,341","43,415","42,069",0.37K,-2.82%
1-Mar-17,"43,408","43,107","43,461","43,065",0.76K,0.37%
28-Feb-17,"43,247","43,350","43,605","43,102",11.25K,-0.41%
27-Feb-17,"43,424","43,343","43,574","43,289",9.07K,0.16%
24-Feb-17,"43,353","43,086","43,425","43,086",9.15K,1.16%
23-Feb-17,"42,856","42,738","43,062","42,550",12.85K,0.33%
22-Feb-17,"42,713","42,747","42,865","42,601",9.64K,-0.29%
21-Feb-17,"42,836","42,810","42,929","42,415",13.73K,-0.15%
20-Feb-17,"42,900","42,650","42,938","42,616",5.81K,-0.09%
17-Feb-17,"42,937","42,919","42,999","42,782",9.84K,-0.17%
16-Feb-17,"43,010","42,710","43,131","42,655",14.72K,0.84%
15-Feb-17,"42,651","42,559","42,689","42,286",11.87K,0.40%
14-Feb-17,"42,480","42,549","42,888","42,222",16.52K,0.14%
13-Feb-17,"42,422","42,629","42,731","42,355",11.15K,-0.41%
10-Feb-17,"42,597","42,145","42,736","41,793",14.93K,1.35%
9-Feb-17,"42,031","42,379","42,413","41,884",14.55K,-0.74%
8-Feb-17,"42,345","42,393","42,533","42,195",11.75K,-0.37%
7-Feb-17,"42,502","42,330","42,580","42,170",13.29K,0.51%
6-Feb-17,"42,286","41,888","42,340","41,888",10.64K,1.17%
3-Feb-17,"41,797","41,689","41,878","41,444",13.78K,-0.01%
2-Feb-17,"41,801","42,250","42,468","41,730",15.74K,-0.21%
1-Feb-17,"41,889","41,893","42,249","41,701",16.05K,-0.05%
31-Jan-17,"41,911","41,536","41,990","41,410",16.62K,1.30%
30-Jan-17,"41,372","41,516","41,625","41,300",10.68K,-0.14%
27-Jan-17,"41,432","40,990","41,739","40,470",17.94K,0.58%
25-Jan-17,"41,193","41,590","41,590","40,860",14.81K,-1.26%
24-Jan-17,"41,718","41,786","41,929","41,565",9.47K,0.06%
23-Jan-17,"41,692","41,241","41,830","41,241",9.45K,0.64%
20-Jan-17,"41,425","41,384","41,606","41,102",15.41K,0.38%
19-Jan-17,"41,270","41,704","41,704","40,850",18.14K,-1.73%
18-Jan-17,"41,997","41,645","42,086","41,515",11.82K,0.96%
17-Jan-17,"41,599","41,114","41,780","41,086",16.11K,1.56%
16-Jan-17,"40,960","41,277","41,277","40,881",7.01K,0.18%
13-Jan-17,"40,887","40,757","41,066","40,590",13.05K,0.07%
12-Jan-17,"40,859","41,023","41,313","40,770",14.95K,-0.36%
11-Jan-17,"41,008","41,037","41,249","40,570",15.13K,-0.21%
10-Jan-17,"41,096","40,722","41,319","40,556",13.53K,1.00%
9-Jan-17,"40,688","40,330","40,780","40,222",11.48K,0.86%
6-Jan-17,"40,342","40,344","40,538","39,703",18.06K,-0.26%
5-Jan-17,"40,448","40,460","40,678","40,328",14.54K,0.45%
4-Jan-17,"40,267","39,811","40,350","39,811",11.59K,-0.01%
3-Jan-17,"40,270","39,350","40,570","39,250",23.03K,2.90%
2-Jan-17,"39,136","39,174","39,375","39,007",2.95K,0.22%
30-Dec-16,"39,049","39,710","39,875","38,931",13.16K,-1.44%
29-Dec-16,"39,621","39,655","39,843","39,350",12.22K,0.51%
28-Dec-16,"39,420","39,300","39,527","39,070",11.97K,0.77%
27-Dec-16,"39,118","38,740","39,424","38,740",12.72K,1.57%
26-Dec-16,"38,513","38,740","38,740","38,325",2.91K,-0.21%
23-Dec-16,"38,595","39,017","39,165","38,544",10.05K,-0.96%
22-Dec-16,"38,970","39,007","39,397","38,860",13.73K,-0.43%
21-Dec-16,"39,140","39,605","39,763","39,066",15.18K,-0.73%
20-Dec-16,"39,426","39,411","39,559","38,670",17.37K,-0.02%
19-Dec-16,"39,433","39,600","39,672","39,336",8.54K,-0.66%
16-Dec-16,"39,694","39,470","39,923","39,188",18.59K,1.02%
15-Dec-16,"39,295","41,301","41,337","39,120",33.32K,-5.83%
14-Dec-16,"41,728","41,227","41,970","41,227",13.27K,1.20%
13-Dec-16,"41,235","41,620","41,760","40,972",13.39K,-1.17%
12-Dec-16,"41,724","41,238","41,800","41,055",9.29K,1.22%
9-Dec-16,"41,221","41,417","41,685","41,126",13.00K,-0.73%
8-Dec-16,"41,525","41,863","41,863","41,358",10.95K,-1.00%
7-Dec-16,"41,946","40,912","41,999","40,851",15.72K,2.25%
6-Dec-16,"41,022","40,990","41,421","40,973",11.53K,1.94%
5-Dec-16,"40,241","40,181","40,480","39,970",0.08K,-0.21%
2-Dec-16,"40,327","40,031","40,500","39,667",0.28K,1.53%
1-Dec-16,"39,718","39,855","40,177","39,601",2.23K,-0.93%
30-Nov-16,"40,089","40,765","40,826","39,930",10.36K,-1.83%
29-Nov-16,"40,838","40,151","40,950","40,114",11.43K,0.41%
28-Nov-16,"40,672","41,050","41,300","40,535",11.17K,0.43%
25-Nov-16,"40,498","39,901","40,621","39,860",15.95K,0.46%
24-Nov-16,"40,312","40,304","40,425","40,075",8.83K,-0.53%
23-Nov-16,"40,526","40,784","40,882","39,969",18.71K,-0.65%
22-Nov-16,"40,790","40,765","41,093","40,556",13.26K,0.67%
21-Nov-16,"40,517","40,467","40,784","40,435",9.65K,0.32%
18-Nov-16,"40,388","40,415","40,638","40,130",15.65K,-0.86%
17-Nov-16,"40,740","41,181","41,390","40,665",11.45K,-1.21%
16-Nov-16,"41,238","41,541","41,637","41,064",11.40K,-0.41%
15-Nov-16,"41,407","41,200","41,590","40,767",13.72K,0.95%
14-Nov-16,"41,017","41,543","41,680","40,533",16.72K,-2.79%
11-Nov-16,"42,194","43,988","44,435","41,899",32.16K,-4.46%
10-Nov-16,"44,166","43,535","44,405","43,535",16.62K,1.81%
9-Nov-16,"43,379","43,490","44,790","43,257",24.87K,0.16%
8-Nov-16,"43,309","43,024","44,176","42,860",30.77K,0.88%
7-Nov-16,"42,933","43,106","43,179","42,609",16.72K,-1.07%
4-Nov-16,"43,398","43,236","43,630","43,000",16.62K,0.12%
3-Nov-16,"43,348","44,059","44,059","42,660",26.75K,-1.66%
2-Nov-16,"44,079","43,670","44,200","43,604",20.49K,1.16%
1-Nov-16,"43,573","42,494","43,740","42,494",22.89K,2.76%
31-Oct-16,"42,402","42,506","42,506","42,336",5.13K,-0.05%
30-Oct-16,"42,425","42,605","42,605","42,400",1.04K,-0.27%
28-Oct-16,"42,541","42,238","42,649","41,925",20.58K,0.76%
27-Oct-16,"42,222","42,026","42,320","42,026",13.17K,0.25%
26-Oct-16,"42,116","42,452","42,569","42,053",16.98K,-0.70%
25-Oct-16,"42,415","42,151","42,458","42,151",15.07K,0.85%
24-Oct-16,"42,058","41,997","42,570","41,931",19.23K,0.24%
21-Oct-16,"41,958","41,839","42,068","41,816",10.74K,-0.09%
20-Oct-16,"41,996","42,350","42,392","41,821",18.77K,-0.47%
19-Oct-16,"42,194","42,185","42,477","42,050",17.24K,0.05%
18-Oct-16,"42,175","42,099","42,370","41,978",18.32K,0.73%
17-Oct-16,"41,871","41,826","41,990","41,627",12.36K,0.12%
14-Oct-16,"41,821","41,856","42,167","41,567",17.88K,-0.16%
13-Oct-16,"41,890","42,300","42,400","41,851",17.23K,-0.38%
12-Oct-16,"42,051","41,867","42,150","41,755",9.00K,0.13%
11-Oct-16,"41,998","42,034","42,316","41,801",9.29K,-0.50%
10-Oct-16,"42,210","42,100","42,579","42,100",17.03K,0.82%
7-Oct-16,"41,865","41,625","42,300","41,060",38.10K,0.83%
6-Oct-16,"41,521","42,500","42,773","41,160",32.92K,-2.57%
5-Oct-16,"42,615","42,950","43,198","42,120",30.98K,-0.62%
4-Oct-16,"42,881","44,968","45,095","42,570",39.76K,-4.48%
3-Oct-16,"44,893","45,550","45,891","44,800",23.24K,-1.82%
30-Sep-16,"45,726","45,680","46,889","45,616",30.94K,-0.24%
29-Sep-16,"45,834","45,805","46,035","45,550",20.38K,0.55%
28-Sep-16,"45,583","45,363","45,700","45,234",16.94K,0.20%
27-Sep-16,"45,494","46,311","46,448","45,357",25.75K,-2.17%
26-Sep-16,"46,501","46,800","46,800","46,310",18.99K,-0.67%
23-Sep-16,"46,817","47,289","47,415","46,686",22.47K,-1.58%
22-Sep-16,"47,568","47,302","47,635","47,070",24.81K,0.85%
21-Sep-16,"47,169","45,920","47,325","45,890",28.24K,2.23%
20-Sep-16,"46,138","46,189","46,245","45,851",14.92K,0.21%
19-Sep-16,"46,041","45,620","46,268","45,620",17.32K,1.70%
16-Sep-16,"45,273","45,540","45,600","45,051",17.36K,-0.80%
15-Sep-16,"45,638","45,569","46,071","45,280",22.57K,0.07%
14-Sep-16,"45,605","45,510","45,836","45,408",18.15K,0.23%
13-Sep-16,"45,501","45,800","45,850","45,350",13.09K,0.12%
12-Sep-16,"45,447","46,100","46,100","45,080",27.35K,-1.62%
9-Sep-16,"46,194","46,719","46,760","46,125",16.95K,-1.11%
8-Sep-16,"46,714","47,220","47,360","46,605",18.97K,-0.64%
7-Sep-16,"47,013","47,512","47,548","46,915",16.15K,-1.25%
6-Sep-16,"47,607","46,465","47,694","46,341",21.36K,2.46%
5-Sep-16,"46,465","46,465","46,465","46,465",-,2.17%
2-Sep-16,"45,480","44,528","45,800","44,300",0.26K,2.67%
1-Sep-16,"44,298","44,179","44,595","43,832",2.31K,0.70%
31-Aug-16,"43,988","44,258","44,415","43,924",14.80K,0.02%
30-Aug-16,"43,980","44,219","44,299","43,916",15.13K,-0.87%
29-Aug-16,"44,367","43,866","44,480","43,559",16.54K,0.89%
26-Aug-16,"43,977","43,822","44,723","43,657",26.72K,0.73%
25-Aug-16,"43,659","43,850","43,919","43,521",16.50K,-0.24%
24-Aug-16,"43,766","44,433","44,548","43,722",23.69K,-1.64%
23-Aug-16,"44,496","44,747","44,880","44,450",18.76K,-0.04%
22-Aug-16,"44,516","45,258","45,258","44,417",22.36K,-2.04%
19-Aug-16,"45,444","45,978","46,080","45,150",24.99K,-1.41%
18-Aug-16,"46,094","46,275","46,344","45,850",18.57K,0.45%
17-Aug-16,"45,886","46,359","46,359","45,728",22.21K,-0.97%
16-Aug-16,"46,336","46,523","46,820","46,060",24.67K,0.46%
12-Aug-16,"46,125","46,626","47,072","46,030",29.78K,-1.35%
11-Aug-16,"46,755","46,871","47,219","46,477",26.22K,-0.76%
10-Aug-16,"47,115","46,625","47,635","46,625",27.52K,1.60%
9-Aug-16,"46,372","46,198","46,450","45,911",15.87K,0.18%
8-Aug-16,"46,287","46,110","46,438","45,877",16.06K,0.13%
5-Aug-16,"46,225","47,605","47,713","46,154",30.06K,-3.05%
4-Aug-16,"47,677","47,633","47,929","46,956",21.74K,0.01%
3-Aug-16,"47,671","48,229","48,444","47,629",23.07K,-0.83%
2-Aug-16,"48,071","47,679","48,445","47,541",22.42K,0.74%
1-Aug-16,"47,717","47,588","48,062","47,588",18.01K,0.50%
29-Jul-16,"47,480","47,515","47,644","46,973",25.54K,0.25%
28-Jul-16,"47,362","47,128","48,122","47,128",29.78K,0.73%
27-Jul-16,"47,019","46,258","47,349","46,154",23.88K,1.33%
26-Jul-16,"46,404","46,376","46,649","46,289",13.05K,-0.15%
25-Jul-16,"46,473","46,150","46,599","45,801",19.80K,0.33%
22-Jul-16,"46,321","46,503","46,652","46,170",19.37K,-0.64%
21-Jul-16,"46,621","45,771","46,676","45,598",29.35K,1.19%
20-Jul-16,"46,072","46,947","46,980","45,951",27.53K,-2.02%
19-Jul-16,"47,024","47,027","47,130","46,720",18.12K,-0.30%
18-Jul-16,"47,167","47,036","47,260","46,563",22.43K,-0.23%
15-Jul-16,"47,275","47,416","47,698","47,101",21.71K,-0.49%
14-Jul-16,"47,509","47,649","47,690","47,013",28.47K,-0.67%
13-Jul-16,"47,830","47,832","48,100","47,450",25.00K,1.03%
12-Jul-16,"47,342","48,060","48,244","47,000",34.87K,-0.98%
11-Jul-16,"47,812","47,900","48,611","47,621",27.67K,0.68%
8-Jul-16,"47,487","46,901","47,598","45,840",39.72K,1.27%
7-Jul-16,"46,893","47,949","47,984","46,426",30.78K,-1.87%
6-Jul-16,"47,788","47,800","48,506","47,450",22.63K,2.74%
5-Jul-16,"46,514","46,799","46,812","46,095",0.52K,-2.00%
4-Jul-16,"47,465","47,256","48,048","46,568",1.54K,4.18%
1-Jul-16,"45,559","45,145","45,646","44,601",2.73K,4.81%
30-Jun-16,"43,467","43,213","43,700","43,104",14.21K,0.61%
29-Jun-16,"43,202","42,599","43,409","42,599",26.99K,2.02%
28-Jun-16,"42,346","42,200","42,438","41,852",19.45K,0.13%
27-Jun-16,"42,289","42,173","42,665","42,173",20.22K,-0.24%
24-Jun-16,"42,392","41,749","42,990","41,749",34.83K,2.92%
23-Jun-16,"41,190","41,105","41,530","40,911",22.91K,-0.01%
22-Jun-16,"41,193","41,260","41,341","40,942",17.96K,-0.39%
21-Jun-16,"41,355","41,688","41,747","41,151",22.76K,-1.05%
20-Jun-16,"41,795","41,162","41,980","41,162",25.14K,1.05%
17-Jun-16,"41,362","41,415","41,475","40,978",19.65K,-0.77%
16-Jun-16,"41,684","41,700","42,441","41,451",30.03K,0.33%
15-Jun-16,"41,547","41,434","41,599","41,315",15.01K,0.07%
14-Jun-16,"41,519","41,312","41,615","41,105",19.61K,0.17%
13-Jun-16,"41,447","40,898","41,509","40,751",19.92K,0.92%
10-Jun-16,"41,068","40,912","41,140","40,681",20.96K,0.39%
9-Jun-16,"40,909","40,495","40,989","40,180",24.28K,1.63%
8-Jun-16,"40,254","39,050","40,444","39,050",27.39K,3.19%
7-Jun-16,"39,010","39,151","39,232","38,715",16.14K,-0.34%
6-Jun-16,"39,142","39,203","39,443","39,092",14.06K,0.16%
3-Jun-16,"39,079","38,568","39,291","38,511",18.76K,1.43%
2-Jun-16,"38,528","38,520","38,611","38,401",10.48K,0.18%
1-Jun-16,"38,460","38,351","38,780","38,270",17.35K,0.16%
31-May-16,"38,400","38,690","38,790","38,351",14.85K,-0.46%
30-May-16,"38,577","38,501","38,684","38,357",12.04K,-0.74%
27-May-16,"38,866","38,950","39,127","38,778",14.85K,-0.47%
26-May-16,"39,051","39,440","39,643","39,014",21.52K,-0.45%
25-May-16,"39,229","39,419","39,419","39,101",15.92K,-0.27%
24-May-16,"39,337","39,503","39,750","39,290",18.61K,-0.83%
23-May-16,"39,665","39,761","39,822","39,379",16.25K,-0.42%
20-May-16,"39,834","39,773","40,150","39,684",17.56K,0.03%
19-May-16,"39,824","40,871","40,871","39,621",31.71K,-2.98%
18-May-16,"41,048","41,081","41,100","40,576",21.61K,-0.32%
17-May-16,"41,180","41,157","41,369","40,760",19.47K,0.47%
16-May-16,"40,987","41,260","41,495","40,849",17.78K,0.03%
13-May-16,"40,974","40,799","41,018","40,253",22.11K,0.42%
12-May-16,"40,803","41,403","41,480","40,673",22.81K,-1.12%
11-May-16,"41,266","40,900","41,850","40,900",24.27K,1.05%
10-May-16,"40,839","40,725","40,907","40,620",13.97K,0.22%
9-May-16,"40,749","41,555","41,559","40,511",22.00K,-2.35%
6-May-16,"41,731","41,242","41,840","41,141",26.02K,1.99%
5-May-16,"40,915","40,915","41,900","40,730",0.26K,0.43%
4-May-16,"40,739","40,690","40,832","40,500",0.04K,-0.60%
3-May-16,"40,984","41,101","41,363","40,741",0.63K,-0.57%
2-May-16,"41,217","41,618","41,975","41,089",2.49K,-0.84%
29-Apr-16,"41,566","41,250","41,869","41,250",25.17K,1.27%
28-Apr-16,"41,044","40,700","41,150","40,391",22.34K,1.18%
27-Apr-16,"40,565","40,350","40,899","40,190",25.35K,0.93%
26-Apr-16,"40,190","40,083","40,280","39,691",21.61K,0.22%
25-Apr-16,"40,102","40,300","40,375","39,705",23.83K,0.29%
22-Apr-16,"39,985","40,151","40,819","39,800",29.59K,-0.25%
21-Apr-16,"40,086","40,400","41,421","39,480",55.37K,-0.11%
20-Apr-16,"40,132","39,850","40,290","39,578",28.84K,0.97%
19-Apr-16,"39,747","38,548","40,042","38,548",20.83K,3.72%
18-Apr-16,"38,322","38,251","38,520","38,150",13.32K,-0.48%
15-Apr-16,"38,507","38,351","38,647","38,160",9.82K,0.52%
14-Apr-16,"38,306","38,230","38,450","38,005",12.10K,-0.67%
13-Apr-16,"38,563","38,200","38,600","37,965",22.51K,0.66%
12-Apr-16,"38,312","37,685","38,370","37,515",25.97K,1.45%
11-Apr-16,"37,764","36,750","37,844","36,715",22.72K,2.98%
8-Apr-16,"36,671","36,600","36,699","36,150",14.69K,0.79%
7-Apr-16,"36,382","36,048","36,621","36,000",22.68K,1.10%
6-Apr-16,"35,986","36,079","36,280","35,752",18.74K,-0.27%
5-Apr-16,"36,082","35,825","36,340","35,811",16.88K,1.41%
4-Apr-16,"35,581","35,995","35,995","35,551",13.33K,-0.95%
1-Apr-16,"35,922","36,704","36,848","35,419",28.82K,-2.26%
31-Mar-16,"36,751","36,377","36,900","36,330",16.06K,1.16%
30-Mar-16,"36,329","36,624","36,840","36,256",18.13K,-0.63%
29-Mar-16,"36,560","36,518","36,743","36,241",19.31K,-0.01%
28-Mar-16,"36,563","36,600","36,901","36,452",12.37K,-0.29%
24-Mar-16,"36,669","36,720","36,945","36,621",6.65K,-0.26%
23-Mar-16,"36,766","37,786","37,837","36,737",26.08K,-2.90%
22-Mar-16,"37,864","37,870","38,291","37,755",18.70K,0.00%
21-Mar-16,"37,864","37,769","37,940","37,486",18.32K,0.29%
18-Mar-16,"37,756","38,347","38,588","37,577",21.72K,-1.01%
17-Mar-16,"38,143","37,250","38,290","37,250",29.53K,3.37%
16-Mar-16,"36,899","36,951","37,172","36,855",11.09K,-0.48%
15-Mar-16,"37,077","37,225","37,317","36,883",17.78K,-0.92%
14-Mar-16,"37,420","37,505","38,142","37,283",22.60K,-0.51%
11-Mar-16,"37,610","37,740","37,815","37,408",16.53K,-0.16%
10-Mar-16,"37,670","37,150","37,740","36,655",26.99K,1.20%
9-Mar-16,"37,223","37,160","37,373","36,884",20.02K,-0.55%
